,name
ENSMUSG00000083362,Gm8606
ENSMUSG00000083363,Gm12237
ENSMUSG00000083364,Llph-ps2
ENSMUSG00000083365,Gm12895
ENSMUSG00000083366,Gm14887
ENSMUSG00000083367,Gm8806
ENSMUSG00000083368,Gm13214
ENSMUSG00000083369,Gm15332
ENSMUSG00000083371,Gm11422
ENSMUSG00000083372,Gm11235
ENSMUSG00000083373,Gm13392
ENSMUSG00000083374,Gm11449
ENSMUSG00000083375,Gm15057
ENSMUSG00000083376,Gm11882
ENSMUSG00000083377,Gm12653
ENSMUSG00000083378,Gm13196
ENSMUSG00000083379,Gm4919
ENSMUSG00000083380,Ndufb4c
ENSMUSG00000083381,Scgb2b22-ps
ENSMUSG00000083382,Gm6433
ENSMUSG00000083383,Olfr595-ps1
ENSMUSG00000083384,Gm12813
ENSMUSG00000083385,Gm11411
ENSMUSG00000083386,Gm15426
ENSMUSG00000083387,Gm11860
ENSMUSG00000083388,Gm11550
ENSMUSG00000083389,Gm13681
ENSMUSG00000083390,Gm13121
ENSMUSG00000083391,Gm14148
ENSMUSG00000083392,Gm6335
ENSMUSG00000083393,Gm15194
ENSMUSG00000083394,Gm11703
ENSMUSG00000083395,Gm11203
ENSMUSG00000083396,Gm15542
ENSMUSG00000083397,Gm5466
ENSMUSG00000083398,Gm13458
ENSMUSG00000083399,Gm15033
ENSMUSG00000083401,Gm13506
ENSMUSG00000083402,Gm14394
ENSMUSG00000083403,Gm13041
ENSMUSG00000083404,Gm13019
ENSMUSG00000083405,Gm15725
ENSMUSG00000083406,Gm8410
ENSMUSG00000083407,Gm13176
ENSMUSG00000083409,Gm11340
ENSMUSG00000083410,Gm14300
ENSMUSG00000083411,Rpl30-ps10
ENSMUSG00000083412,Gm12268
ENSMUSG00000083413,Vmn1r-ps110
ENSMUSG00000083414,Gm14840
ENSMUSG00000083416,Gm15378
ENSMUSG00000083417,Olfr269-ps1
ENSMUSG00000083418,Olfr1035-ps1
ENSMUSG00000083419,Gm14485
ENSMUSG00000083420,Gm15665
ENSMUSG00000083421,Gm14776
ENSMUSG00000083422,Gm15604
ENSMUSG00000083423,Gm13221
ENSMUSG00000083424,Rpl35a-ps4
ENSMUSG00000083425,Gm13992
ENSMUSG00000083427,Gm12007
ENSMUSG00000083428,Gm14591
ENSMUSG00000083429,Gm15198
ENSMUSG00000083430,Gm13006
ENSMUSG00000083431,Gm13437
ENSMUSG00000083432,Gm14878
ENSMUSG00000083434,Gm12760
ENSMUSG00000083435,Gm15824
ENSMUSG00000083436,Gm11471
ENSMUSG00000083437,Gm15187
ENSMUSG00000083438,Gm5402
ENSMUSG00000083439,Gm14491
ENSMUSG00000083440,Rpl7a-ps12
ENSMUSG00000083441,Gm15329
ENSMUSG00000083443,Gm15519
ENSMUSG00000083444,Gm14768
ENSMUSG00000083445,Gm15038
ENSMUSG00000083446,Gm12826
ENSMUSG00000083447,Gm11904
ENSMUSG00000083448,Gm8749
ENSMUSG00000083449,Gm13487
ENSMUSG00000083450,Gm14619
ENSMUSG00000083451,Gm11445
ENSMUSG00000083452,Gm14905
ENSMUSG00000083453,Gm13338
ENSMUSG00000083454,Gm13226
ENSMUSG00000083455,Gm15037
ENSMUSG00000083456,Gm13108
ENSMUSG00000083457,Cyp4b1-ps2
ENSMUSG00000083458,Gm5510
ENSMUSG00000083460,Gm12182
ENSMUSG00000083461,Gm12935
ENSMUSG00000083462,Gm12501
ENSMUSG00000083463,Gm4909
ENSMUSG00000083465,Gm11652
ENSMUSG00000083466,Gm15225
ENSMUSG00000083467,Gm15840
ENSMUSG00000083468,Gm9431
ENSMUSG00000083469,Gm14281
ENSMUSG00000083470,Nsa2-ps2
ENSMUSG00000083471,Gm12118
ENSMUSG00000083472,Gm13491
ENSMUSG00000083473,Gm13207
ENSMUSG00000083474,Gm15267
ENSMUSG00000083475,Gm9440
ENSMUSG00000083477,Gm5555
ENSMUSG00000083478,Gm15375
ENSMUSG00000083481,Rps8-ps2
ENSMUSG00000083482,Gm14706
ENSMUSG00000083483,Gm14044
ENSMUSG00000083484,Gm14574
ENSMUSG00000083485,Gm12308
ENSMUSG00000083486,Gm14521
ENSMUSG00000083487,Gm13888
ENSMUSG00000083488,Gm8534
ENSMUSG00000083489,Gm11784
ENSMUSG00000083490,Gm14940
ENSMUSG00000083491,Gm12423
ENSMUSG00000083492,Gm14515
ENSMUSG00000083493,Gm15044
ENSMUSG00000083494,Gm12873
ENSMUSG00000083495,Gm13877
ENSMUSG00000083496,Gm11263
ENSMUSG00000083498,Gm14172
ENSMUSG00000083499,Gm14609
ENSMUSG00000083500,Gm15470
ENSMUSG00000083501,Gm12255
ENSMUSG00000083502,Gm14861
ENSMUSG00000083503,Gm13407
ENSMUSG00000083505,Gm7541
ENSMUSG00000083507,Gm12842
ENSMUSG00000083508,Gm6027
ENSMUSG00000083509,Defa-ps4
ENSMUSG00000083510,Gm13478
ENSMUSG00000083512,Gm12749
ENSMUSG00000083513,Olfr647-ps1
ENSMUSG00000083514,Gm11881
ENSMUSG00000083515,Gm14577
ENSMUSG00000083516,Gm15196
ENSMUSG00000083517,Gm14998
ENSMUSG00000083518,Gm9429
ENSMUSG00000083519,Gm13674
ENSMUSG00000083520,Gm6418
ENSMUSG00000083522,Gm15321
ENSMUSG00000083524,Mup-ps21
ENSMUSG00000083527,Gm12001
ENSMUSG00000083528,Gm13432
ENSMUSG00000083530,Gm13867
ENSMUSG00000083533,Gm13450
ENSMUSG00000083534,H2-M6-ps
ENSMUSG00000083535,Gm14381
ENSMUSG00000083536,Gm15808
ENSMUSG00000083537,Gm14942
ENSMUSG00000083538,Gm16016
ENSMUSG00000083539,Gm12466
ENSMUSG00000083541,Gm12585
ENSMUSG00000083542,Olfr1379-ps1
ENSMUSG00000083543,Gm14663
ENSMUSG00000083544,Oat-rs1
ENSMUSG00000083545,Gm13320
ENSMUSG00000083546,Tpt1-ps1
ENSMUSG00000083547,Gm13321
ENSMUSG00000083548,Gm11514
ENSMUSG00000083549,Gm11227
ENSMUSG00000083550,Gm13729
ENSMUSG00000083551,Gm14516
ENSMUSG00000083553,Gm11989
ENSMUSG00000083554,Gm6645
ENSMUSG00000083555,Gm12035
ENSMUSG00000083556,Gm9043
ENSMUSG00000083557,Gm6877
ENSMUSG00000083558,Gm12896
ENSMUSG00000083560,Gm14939
ENSMUSG00000083561,Gm5942
ENSMUSG00000083562,Gm13234
ENSMUSG00000083563,Gm13340
ENSMUSG00000083564,Gm11929
ENSMUSG00000083565,Gm11941
ENSMUSG00000083566,Gm14711
ENSMUSG00000083567,Gm11451
ENSMUSG00000083568,Gm12770
ENSMUSG00000083569,Gm13666
ENSMUSG00000083570,Gm14671
ENSMUSG00000083572,Gm11849
ENSMUSG00000083573,Gm7312
ENSMUSG00000083574,Gm15709
ENSMUSG00000083576,Gm16411
ENSMUSG00000083577,Gm12432
ENSMUSG00000083579,Gm15538
ENSMUSG00000083580,Rpsa-ps3
ENSMUSG00000083581,Gm14186
ENSMUSG00000083582,Gm15393
ENSMUSG00000083584,Gm15394
ENSMUSG00000083585,Gm15885
ENSMUSG00000083586,Gm8688
ENSMUSG00000083587,Gm14741
ENSMUSG00000083588,Gm8051
ENSMUSG00000083590,Gm13916
ENSMUSG00000083592,Gm13614
ENSMUSG00000083594,Gm13722
ENSMUSG00000083595,Gm9200
ENSMUSG00000083596,Rpl21-ps15
ENSMUSG00000083597,Gm14805
ENSMUSG00000083598,Gm14579
ENSMUSG00000083599,Gm12821
ENSMUSG00000083601,Gm12028
ENSMUSG00000083602,Gm14911
ENSMUSG00000083603,Gm14810
ENSMUSG00000083605,Gm14893
ENSMUSG00000083606,Gm15916
ENSMUSG00000083607,Gm12640
ENSMUSG00000083608,Gm14863
ENSMUSG00000083609,Gm16007
ENSMUSG00000083610,Oaz2-ps
ENSMUSG00000083611,Gm8832
ENSMUSG00000083613,Pou2f3-rs1
ENSMUSG00000083614,Gm12795
ENSMUSG00000083615,Gm12878
ENSMUSG00000083616,H2ab3
ENSMUSG00000083617,Gm5390
ENSMUSG00000083618,Gm11771
ENSMUSG00000083619,Gm14414
ENSMUSG00000083620,Gm15529
ENSMUSG00000083621,Gm14586
ENSMUSG00000083622,Gm15570
ENSMUSG00000083623,Gm7224
ENSMUSG00000083624,Gm12469
ENSMUSG00000083625,Gm15188
ENSMUSG00000083626,Gm4459
ENSMUSG00000083627,Gm12502
ENSMUSG00000083628,Gm2030
ENSMUSG00000083629,Gm11262
ENSMUSG00000083630,Gm15602
ENSMUSG00000083631,Gm13366
ENSMUSG00000083632,Gm11786
ENSMUSG00000083633,Gm13312
ENSMUSG00000083635,Gm11480
ENSMUSG00000083636,Gm15175
ENSMUSG00000083637,Gm14754
ENSMUSG00000083640,Gm8876
ENSMUSG00000083641,Gm9225
ENSMUSG00000083642,Gm13148
ENSMUSG00000083643,Gm13876
ENSMUSG00000083644,Gm12787
ENSMUSG00000083645,Gm14086
ENSMUSG00000083646,Gm6088
ENSMUSG00000083648,Gm14229
ENSMUSG00000083649,Rasl2-9
ENSMUSG00000083650,Gm13357
ENSMUSG00000083651,Gm11524
ENSMUSG00000083653,Gm11384
ENSMUSG00000083654,Gm11875
ENSMUSG00000083655,Gm12099
ENSMUSG00000083657,Gm12245
ENSMUSG00000083658,Gm15798
ENSMUSG00000083659,Gm11258
ENSMUSG00000083660,Gm11853
ENSMUSG00000083661,Gm11473
ENSMUSG00000083662,Gm12152
ENSMUSG00000083663,Gm14903
ENSMUSG00000083664,Gm11433
ENSMUSG00000083665,Gm14575
ENSMUSG00000083666,Gm12358
ENSMUSG00000083667,Gm11334
ENSMUSG00000083668,Gm5648
ENSMUSG00000083669,Mif-ps4
ENSMUSG00000083670,Gm6829
ENSMUSG00000083671,Gm14304
ENSMUSG00000083672,Kpna2-ps
ENSMUSG00000083673,Vmn1r-ps111
ENSMUSG00000083674,Zfp133-ps
ENSMUSG00000083676,Gm11367
ENSMUSG00000083677,Gm11699
ENSMUSG00000083678,Gm12989
ENSMUSG00000083679,Gm12892
ENSMUSG00000083680,Gm9119
ENSMUSG00000083681,Gm6640
ENSMUSG00000083682,Pcna-ps1
ENSMUSG00000083683,Pou5f1-rs8
ENSMUSG00000083684,Gm14034
ENSMUSG00000083685,Gm12412
ENSMUSG00000083686,Gm13504
ENSMUSG00000083687,Gm15154
ENSMUSG00000083688,Gm13743
ENSMUSG00000083689,Gm14094
ENSMUSG00000083691,Gm14465
ENSMUSG00000083692,Gm9575
ENSMUSG00000083693,Gm11971
ENSMUSG00000083695,Rnf138rt1
ENSMUSG00000083697,Gm13914
ENSMUSG00000083698,Gm12687
ENSMUSG00000083699,Gm14932
ENSMUSG00000083700,Gm2986
ENSMUSG00000083701,Gm4912
ENSMUSG00000083702,Gm14428
ENSMUSG00000083704,Gm13153
ENSMUSG00000083705,Gm8624
ENSMUSG00000083706,Olfr1118
ENSMUSG00000083707,Gm13592
ENSMUSG00000083708,Gm13123
ENSMUSG00000083709,Gm14688
ENSMUSG00000083710,Gm15078
ENSMUSG00000083711,Gm3931
ENSMUSG00000083713,Gm5883
ENSMUSG00000083714,Fthl17-ps1
ENSMUSG00000083715,Gm14202
ENSMUSG00000083716,Gm13436
ENSMUSG00000083717,Gm13865
ENSMUSG00000083718,Ccnb2-ps
ENSMUSG00000083719,Gm15161
ENSMUSG00000083720,Gm12901
ENSMUSG00000083721,Gm7700
ENSMUSG00000083722,Adgrd2-ps
ENSMUSG00000083723,Rpl23a-ps14
ENSMUSG00000083725,Gm11865
ENSMUSG00000083728,Gm13854
ENSMUSG00000083729,Sh3d2c-ps1
ENSMUSG00000083731,Gm16202
ENSMUSG00000083732,Gm14197
ENSMUSG00000083733,Gm13035
ENSMUSG00000083734,Gm16209
ENSMUSG00000083735,Gm12495
ENSMUSG00000083736,Gm6039
ENSMUSG00000083737,Prdx6-ps2
ENSMUSG00000083738,Gm14592
ENSMUSG00000083740,Gm11456
ENSMUSG00000083741,Gm15297
ENSMUSG00000083742,Vmn1r-ps3
ENSMUSG00000083743,Gm12421
ENSMUSG00000083744,Gm14824
ENSMUSG00000083745,Gm13543
ENSMUSG00000083747,Gm14727
ENSMUSG00000083748,Gm11662
ENSMUSG00000083749,Gm13100
ENSMUSG00000083750,Gm14108
ENSMUSG00000083751,Gm14534
ENSMUSG00000083752,Gm12014
ENSMUSG00000083753,Gm12814
ENSMUSG00000083754,Gm7803
ENSMUSG00000083755,Gm14559
ENSMUSG00000083757,Rps15a-ps4
ENSMUSG00000083760,Gm14524
ENSMUSG00000083761,Pgam1-ps1
ENSMUSG00000083763,Gm9050
ENSMUSG00000083764,Gm11516
ENSMUSG00000083766,Gm15335
ENSMUSG00000083767,Gm11405
ENSMUSG00000083768,Gm15362
ENSMUSG00000083769,Gm11689
ENSMUSG00000083771,Gm15988
ENSMUSG00000083772,Gm15566
ENSMUSG00000083773,Gm13394
ENSMUSG00000083774,Gm7180
ENSMUSG00000083775,Gm14837
ENSMUSG00000083776,Gm13473
ENSMUSG00000083777,Gm13361
ENSMUSG00000083778,Gm15094
ENSMUSG00000083779,Gm14775
ENSMUSG00000083780,Gm12728
ENSMUSG00000083781,Gm14842
ENSMUSG00000083782,Gm11660
ENSMUSG00000083783,Gm12739
ENSMUSG00000083784,Gm14729
ENSMUSG00000083785,Gm11888
ENSMUSG00000083786,Rps18-ps2
ENSMUSG00000083787,Gm11644
ENSMUSG00000083789,Gm6092
ENSMUSG00000083791,Gm12721
ENSMUSG00000083792,Rpl12-ps2
ENSMUSG00000083793,Gm14274
ENSMUSG00000083794,Gm16123
ENSMUSG00000083795,Gm15670
ENSMUSG00000083796,Gm13369
ENSMUSG00000083798,Gm14584
ENSMUSG00000083801,Cyp2j7-ps2
ENSMUSG00000083803,Gm12455
ENSMUSG00000083804,Gm13676
ENSMUSG00000083805,Gm14848
ENSMUSG00000083806,Gm12131
ENSMUSG00000083807,Gm13466
ENSMUSG00000083808,Gm3828
ENSMUSG00000083809,Gm15110
ENSMUSG00000083810,Gm14713
ENSMUSG00000083811,Gm13071
ENSMUSG00000083812,Gm5054
ENSMUSG00000083813,Gm15502
ENSMUSG00000083814,Gm5133
ENSMUSG00000083815,Gm13435
ENSMUSG00000083816,Gm13033
ENSMUSG00000083817,Gm14400
ENSMUSG00000083818,Gm14908
ENSMUSG00000083819,Gm11977
ENSMUSG00000083820,Ndufs6b
ENSMUSG00000083821,Gm14631
ENSMUSG00000083822,Hmgb1-ps5
ENSMUSG00000083823,Amd-ps1
ENSMUSG00000083825,Olfr1376-ps1
ENSMUSG00000083826,Gm13039
ENSMUSG00000083827,Gm15712
ENSMUSG00000083828,Gm15006
ENSMUSG00000083829,Gm2199
ENSMUSG00000083830,Gm8839
ENSMUSG00000083831,Gm14248
ENSMUSG00000083832,Gm13771
ENSMUSG00000083833,Gm13841
ENSMUSG00000083834,Gm12577
ENSMUSG00000083835,Gm11898
ENSMUSG00000083836,Ldha-ps2
ENSMUSG00000083837,Gm14427
ENSMUSG00000083838,Gm11957
ENSMUSG00000083839,Gm14765
ENSMUSG00000083841,Gm1947
ENSMUSG00000083842,Gm12485
ENSMUSG00000083843,Gm7071
ENSMUSG00000083844,Ube2d-ps
ENSMUSG00000083845,Gm14571
ENSMUSG00000083846,Gm13797
ENSMUSG00000083847,Xlr3d-ps
ENSMUSG00000083848,Gm7309
ENSMUSG00000083849,Gm13477
ENSMUSG00000083851,Gm12365
ENSMUSG00000083852,Gm13007
ENSMUSG00000083853,Gm15696
ENSMUSG00000083854,Dnajc19-ps
ENSMUSG00000083855,Olfr1175
ENSMUSG00000083856,Gm13886
ENSMUSG00000083857,Gm12584
ENSMUSG00000083858,Gm14979
ENSMUSG00000083859,Gm12003
ENSMUSG00000083860,Gm13313
ENSMUSG00000083861,Gm9599
ENSMUSG00000083863,Gm13341
ENSMUSG00000083864,Gm13719
ENSMUSG00000083866,Gm13472
ENSMUSG00000083867,Gm12893
ENSMUSG00000083868,Gm12477
ENSMUSG00000083869,Gm12442
ENSMUSG00000083870,Gm11761
ENSMUSG00000083871,Gm16479
ENSMUSG00000083872,Gm11928
ENSMUSG00000083873,Vmn1r-ps92
ENSMUSG00000083874,Gm7494
ENSMUSG00000083875,Gm13831
ENSMUSG00000083876,Gm11439
ENSMUSG00000083877,Gm14740
ENSMUSG00000083878,Gm12034
ENSMUSG00000083879,Gm14038
ENSMUSG00000083880,Hspe1-ps6
ENSMUSG00000083882,Gm11369
ENSMUSG00000083884,Gm15388
ENSMUSG00000083885,Gm13213
ENSMUSG00000083886,Olfr409-ps1
ENSMUSG00000083887,Gm11930
ENSMUSG00000083888,Gm12441
ENSMUSG00000083889,E530001F21Rik
ENSMUSG00000083890,Gm15703
ENSMUSG00000083892,Gm1848
ENSMUSG00000083893,Gm13347
ENSMUSG00000083894,Gm11489
ENSMUSG00000083895,Gm12074
ENSMUSG00000083896,Scgb2b23-ps
ENSMUSG00000083897,Gm14843
ENSMUSG00000083898,Gm7340
ENSMUSG00000083899,Gm12346
ENSMUSG00000083900,Gm13294
ENSMUSG00000083901,Gm12885
ENSMUSG00000083902,Tent2-ps1
ENSMUSG00000083903,Gm5405
ENSMUSG00000083904,Gm12805
ENSMUSG00000083905,Gm15355
ENSMUSG00000083906,Gm15186
ENSMUSG00000083907,Plk-ps1
ENSMUSG00000083908,Gm6447
ENSMUSG00000083909,Gm15842
ENSMUSG00000083910,Gm13604
ENSMUSG00000083911,Gm4342
ENSMUSG00000083912,Gm5391
ENSMUSG00000083913,Gm14219
ENSMUSG00000083914,Rps18-ps1
ENSMUSG00000083915,Gm13932
ENSMUSG00000083916,Gm15476
ENSMUSG00000083917,Gm12093
ENSMUSG00000083918,Gm14352
ENSMUSG00000083919,Tpi-rs8
ENSMUSG00000083920,Gm14987
ENSMUSG00000083921,Gm15750
ENSMUSG00000083922,Gm3835
ENSMUSG00000083923,Gm649
ENSMUSG00000083924,Gm12304
ENSMUSG00000083925,Gm12012
ENSMUSG00000083926,Gm14783
ENSMUSG00000083927,Gm14749
ENSMUSG00000083928,Gm4991
ENSMUSG00000083929,Gm10600
ENSMUSG00000083930,Gm13042
ENSMUSG00000083931,Gm14518
ENSMUSG00000083932,Atp5k-ps3
ENSMUSG00000083933,Gm15515
ENSMUSG00000083934,Gm12368
ENSMUSG00000083935,Gm12294
ENSMUSG00000083936,Gm14829
ENSMUSG00000083937,Cct3-ps1
ENSMUSG00000083938,Gm12448
ENSMUSG00000083939,Gm14451
ENSMUSG00000083940,Gm11298
ENSMUSG00000083941,Gm12889
ENSMUSG00000083942,Scgb1b26-ps
ENSMUSG00000083943,Gm11483
ENSMUSG00000083944,Gm14733
ENSMUSG00000083945,Gm15242
ENSMUSG00000083946,Gm11359
ENSMUSG00000083947,Olfr122
ENSMUSG00000083948,Gm7158
ENSMUSG00000083949,Gm12897
ENSMUSG00000083950,Gm14466
ENSMUSG00000083951,Gm13786
ENSMUSG00000083953,Gm14049
ENSMUSG00000083954,Gm12179
ENSMUSG00000083955,Gm14785
ENSMUSG00000083956,Gm12361
ENSMUSG00000083957,Gm12742
ENSMUSG00000083958,Gm12601
ENSMUSG00000083960,Gm4918
ENSMUSG00000083961,Gm13725
ENSMUSG00000083962,Gm15707
ENSMUSG00000083963,Gm15203
ENSMUSG00000083964,Gm14122
ENSMUSG00000083966,Gm13482
ENSMUSG00000083967,Gm15115
ENSMUSG00000083969,Olfr1050-ps1
ENSMUSG00000083970,Gm15081
ENSMUSG00000083971,Gm5943
ENSMUSG00000083972,Gm14802
ENSMUSG00000083973,Gm13459
ENSMUSG00000083974,Gm16053
ENSMUSG00000083975,Gm14215
ENSMUSG00000083976,Gm13664
ENSMUSG00000083977,Mageb8-ps
ENSMUSG00000083978,Gm5060
ENSMUSG00000083979,Gm12527
ENSMUSG00000083981,Gm15363
ENSMUSG00000083982,Gm14650
ENSMUSG00000083983,Gm12375
ENSMUSG00000083985,Gm12468
ENSMUSG00000083986,Gm12213
ENSMUSG00000083987,Gm15311
ENSMUSG00000083988,Rps10-ps4
ENSMUSG00000083989,Gm12607
ENSMUSG00000083990,Gm12101
ENSMUSG00000083991,Gm11618
ENSMUSG00000083992,Gm11478
ENSMUSG00000083993,Gm14398
ENSMUSG00000083994,Gm16465
ENSMUSG00000083995,Gm12808
ENSMUSG00000083996,Gm11649
ENSMUSG00000083997,Gm12920
ENSMUSG00000083998,Prdx2-ps2
ENSMUSG00000083999,Gm7790
ENSMUSG00000084000,Gm14653
ENSMUSG00000084001,Gm15113
ENSMUSG00000084004,Gm12047
ENSMUSG00000084006,Gm14245
ENSMUSG00000084007,Gm9003
ENSMUSG00000084009,Rhox7-ps1
ENSMUSG00000084010,Gm13302
ENSMUSG00000084011,Gm12969
ENSMUSG00000084012,Gm11956
ENSMUSG00000084013,Gm14270
ENSMUSG00000084014,Gm7209
ENSMUSG00000084015,Gm14175
ENSMUSG00000084017,Rpl21-ps9
ENSMUSG00000084018,Gm11895
ENSMUSG00000084019,Gm8754
ENSMUSG00000084020,Wsb2-ps
ENSMUSG00000084021,Gm5832
ENSMUSG00000084022,Gm16459
ENSMUSG00000084024,Gm15937
ENSMUSG00000084025,Gm6276
ENSMUSG00000084026,Gm11259
ENSMUSG00000084027,Gm12376
ENSMUSG00000084028,Gm13983
ENSMUSG00000084029,Gm8855
ENSMUSG00000084030,Gm16423
ENSMUSG00000084031,Gm7416
ENSMUSG00000084032,Gm12991
ENSMUSG00000084033,Gm7645
ENSMUSG00000084034,Gm12617
ENSMUSG00000084038,Gm11295
ENSMUSG00000084039,Gm14551
ENSMUSG00000084041,Gm15312
ENSMUSG00000084043,Gm13732
ENSMUSG00000084044,Gm14647
ENSMUSG00000084045,Gm11997
ENSMUSG00000084046,Gm11833
ENSMUSG00000084047,Gm14984
ENSMUSG00000084048,Gm12042
ENSMUSG00000084050,Gm14439
ENSMUSG00000084052,Gm11745
ENSMUSG00000084053,Gm14904
ENSMUSG00000084054,Gm14945
ENSMUSG00000084055,Gm12004
ENSMUSG00000084056,Rhox3b-ps
ENSMUSG00000084057,Gm8916
ENSMUSG00000084058,Gm15263
ENSMUSG00000084059,Gm13046
ENSMUSG00000084060,Gm16412
ENSMUSG00000084061,Gm4996
ENSMUSG00000084063,Gm5934
ENSMUSG00000084064,Gm12079
ENSMUSG00000084065,Gm15159
ENSMUSG00000084066,Xlr4d-ps
ENSMUSG00000084067,Gm14269
ENSMUSG00000084068,Gm11573
ENSMUSG00000084069,Gm12306
ENSMUSG00000084070,Gm6591
ENSMUSG00000084071,Gm13378
ENSMUSG00000084072,Gm11285
ENSMUSG00000084073,Gm11910
ENSMUSG00000084074,Gm8310
ENSMUSG00000084076,Gm14600
ENSMUSG00000084077,Gm11952
ENSMUSG00000084078,Olfr349-ps1
ENSMUSG00000084079,Gm11631
ENSMUSG00000084080,Gm15227
ENSMUSG00000084081,Gm12057
ENSMUSG00000084082,Gm12872
ENSMUSG00000084083,Gm15782
ENSMUSG00000084085,Gm16140
ENSMUSG00000084086,Gm5761
ENSMUSG00000084087,Gm13650
ENSMUSG00000084088,Gm12941
ENSMUSG00000084089,Gm14099
ENSMUSG00000084090,Gm11245
ENSMUSG00000084092,Gm5843
ENSMUSG00000084093,Gm16418
ENSMUSG00000084094,Gm13961
ENSMUSG00000084095,Gm11834
ENSMUSG00000084096,Vmn1r-ps135
ENSMUSG00000084097,Gm14922
ENSMUSG00000084098,Gm13422
ENSMUSG00000084099,Gm12929
ENSMUSG00000084101,Gm17014
ENSMUSG00000084102,Sult2a-ps3
ENSMUSG00000084103,Gm14629
ENSMUSG00000084104,Gm13578
ENSMUSG00000084105,Gm13252
ENSMUSG00000084106,Gm6136
ENSMUSG00000084107,Gm13700
ENSMUSG00000084108,Gm15794
ENSMUSG00000084110,Gm4992
ENSMUSG00000084111,Gm15710
ENSMUSG00000084112,Gm15112
ENSMUSG00000084113,Gm14277
ENSMUSG00000084114,Gm8421
ENSMUSG00000084115,Gm13566
ENSMUSG00000084116,Gm12460
ENSMUSG00000084117,Olfr1063-ps1
ENSMUSG00000084118,Gm14989
ENSMUSG00000084119,Gm12351
ENSMUSG00000084120,Gm11624
ENSMUSG00000084123,Gm13106
ENSMUSG00000084124,Gm13588
ENSMUSG00000084125,Gm8757
ENSMUSG00000084126,Gm15844
ENSMUSG00000084127,Gm13169
ENSMUSG00000084128,Esrp2
ENSMUSG00000084129,Hmgb1-ps1
ENSMUSG00000084130,Gm11704
ENSMUSG00000084131,Rpl3-ps2
ENSMUSG00000084132,Gm15982
ENSMUSG00000084133,Gm12856
ENSMUSG00000084134,Gm13930
ENSMUSG00000084135,Pom121l12
ENSMUSG00000084136,Vmn1r207
ENSMUSG00000084137,Gm9085
ENSMUSG00000084138,Gm14915
ENSMUSG00000084139,Gm12322
ENSMUSG00000084140,Gm14000
ENSMUSG00000084142,Gm9103
ENSMUSG00000084143,Gm13400
ENSMUSG00000084144,Gm12516
ENSMUSG00000084145,Gm12263
ENSMUSG00000084146,Gm12104
ENSMUSG00000084147,Gm15075
ENSMUSG00000084148,Gm12380
ENSMUSG00000084149,Gm12944
ENSMUSG00000084150,Gm14395
ENSMUSG00000084151,Gm11577
ENSMUSG00000084152,Gm11617
ENSMUSG00000084153,Gm12186
ENSMUSG00000084154,Gm15644
ENSMUSG00000084155,Gm7113
ENSMUSG00000084157,Gm15576
ENSMUSG00000084158,Gm14652
ENSMUSG00000084159,Gm12696
ENSMUSG00000084160,Gm13345
ENSMUSG00000084161,Gm15061
ENSMUSG00000084162,Gm11251
ENSMUSG00000084163,Gm11901
ENSMUSG00000084164,Gm13902
ENSMUSG00000084166,Gm6451
ENSMUSG00000084167,Gm13924
ENSMUSG00000084168,Atp5l2-ps
ENSMUSG00000084169,Gm12240
ENSMUSG00000084170,Gm11954
ENSMUSG00000084171,Gm13457
ENSMUSG00000084172,Gm16420
ENSMUSG00000084173,Gm5287
ENSMUSG00000084174,Sycn
ENSMUSG00000084175,Gm11372
ENSMUSG00000084177,Gm13508
ENSMUSG00000084178,Gm11759
ENSMUSG00000084179,Gm11890
ENSMUSG00000084180,Gm15237
ENSMUSG00000084181,Gm11858
ENSMUSG00000084182,Taar7c-ps
ENSMUSG00000084183,Gm12009
ENSMUSG00000084184,Gm13474
ENSMUSG00000084185,Rplp1-ps1
ENSMUSG00000084186,Rpl36-ps10
ENSMUSG00000084188,Gm12851
ENSMUSG00000084189,Gm8089
ENSMUSG00000084190,Gm11869
ENSMUSG00000084191,Gm15167
ENSMUSG00000084192,Gm13282
ENSMUSG00000084193,Gm6823
ENSMUSG00000084195,Gm15372
ENSMUSG00000084196,Gm12874
ENSMUSG00000084197,Gm9089
ENSMUSG00000084198,Gm13711
ENSMUSG00000084199,Gm12422
ENSMUSG00000084200,Gm11584
ENSMUSG00000084201,Gm11926
ENSMUSG00000084202,Gm5398
ENSMUSG00000084203,Gm15593
ENSMUSG00000084204,Gm6584
ENSMUSG00000084205,Gm8061
ENSMUSG00000084206,Gm12062
ENSMUSG00000084207,Gm14070
ENSMUSG00000084208,Gm12792
ENSMUSG00000084209,Gm13811
ENSMUSG00000084210,Gm15168
ENSMUSG00000084211,Gm11949
ENSMUSG00000084212,Gm12225
ENSMUSG00000084213,Hspe1-ps5
ENSMUSG00000084214,Gm14825
ENSMUSG00000084215,Gm11814
ENSMUSG00000084216,Btf3-ps3
ENSMUSG00000084217,Setd9-ps
ENSMUSG00000084218,Gm8145
ENSMUSG00000084219,Gm14876
ENSMUSG00000084220,Gm12387
ENSMUSG00000084221,Hmgb1-ps4
ENSMUSG00000084222,Gm13973
ENSMUSG00000084223,Gm12244
ENSMUSG00000084224,Gm12337
ENSMUSG00000084226,Gm13426
ENSMUSG00000084228,Gm8080
